sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:11.464830,2023-03-10 10:46:11.464834,1678441571.46483,1678441571.464834,997.386005,997.386009,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:15.561614,2023-03-10 10:46:15.561618,1678441575.561614,1678441575.561618,1001.482789,1001.482793,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:16.585101,2023-03-10 10:46:16.585105,1678441576.585101,1678441576.585105,1002.506276,1002.50628,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:17.609128,2023-03-10 10:46:17.609132,1678441577.609128,1678441577.609132,1003.530303,1003.530307,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:21.705887,2023-03-10 10:46:21.705891,1678441581.705887,1678441581.705891,1007.627062,1007.627066,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:22.729470,2023-03-10 10:46:22.729474,1678441582.72947,1678441582.729474,1008.650645,1008.650649,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
0.0.0.0,255.255.255.255,b8:27:eb:d1:b7:ef,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:46:10.739644,2023-03-10 10:46:10.739648,1678441570.739644,1678441570.739648,996.660819,996.660823,5e-06,4,0,1312,0,328,,328,,328.0,,2077134251.92,0.0,1200,0,300,,300,,300.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:46:12.887489,2023-03-10 10:46:12.889476,1678441572.887489,1678441572.889476,998.808664,998.810651,0.001988,2,0,72,0,36,,36,,36.0,,289741.282,0.0,8,0,4,,4,,4.0,,0.001986980438232422,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
0.0.0.0,255.255.255.255,b8:27:eb:5b:50:19,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:46:23.929024,2023-03-10 10:46:23.929027,1678441583.929024,1678441583.929027,1009.850199,1009.850202,4e-06,4,0,1312,0,328,,328,,328.0,,2560348751.773,0.0,1200,0,300,,300,,300.0,,1.0331471761067708e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:23.753535,2023-03-10 10:46:23.753539,1678441583.753535,1678441583.753539,1009.67471,1009.674714,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:27.850186,2023-03-10 10:46:27.850191,1678441587.850186,1678441587.850191,1013.771361,1013.771366,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:46:01.470766,2023-03-10 10:46:01.470766,1678441561.470766,1678441561.470766,987.391941,987.391941,1e-06,1,0,105,0,105,,105,,105.0,,840000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
00:07:7c:88:6e:80,01:80:c2:00:00:0e,00:07:7c:88:6e:80,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:45:59.859988,2023-03-10 10:45:59.859988,1678441559.859988,1678441559.859988,985.781163,985.781163,1e-06,1,0,116,0,116,,116,,116.0,,928000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:28.873721,2023-03-10 10:46:28.873725,1678441588.873721,1678441588.873725,1014.794896,1014.7949,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:46:29.780512,2023-03-10 10:46:29.780810,1678441589.780512,1678441589.78081,1015.701687,1015.701985,0.000299,3,0,351,0,117,,117,,117.0,,9390574.965,0.0,0,0,0,,0,,0.0,,0.00014901161193847656,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:29:de:41,ff:ff:ff:ff:ff:ff,00:07:7c:29:de:41,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:41:29.666912,2023-03-10 10:41:29.666913,1678441289.666912,1678441289.666913,715.588087,715.588088,2e-06,4,0,240,0,60,,60,,60.0,,982763597.738,0.0,0,0,0,,0,,0.0,,3.178914388020833e-07,,,,,,,,,,,,,,,,,,,,,,,,,,1,GOOD-SSH,0,Normal
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:46:13.717967,2023-03-10 10:46:13.717967,1678441573.717967,1678441573.717967,999.639142,999.639142,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.39,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.39,224.0.0.22,IPV4-2,2023-03-10 10:46:13.719883,2023-03-10 10:46:13.719883,1678441573.719883,1678441573.719883,999.641058,999.641058,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:29.897881,2023-03-10 10:46:29.897885,1678441589.897881,1678441589.897885,1015.819056,1015.81906,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:33.994572,2023-03-10 10:46:33.994577,1678441593.994572,1678441593.994577,1019.915747,1019.915752,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:35.018080,2023-03-10 10:46:35.018084,1678441595.01808,1678441595.018084,1020.939255,1020.939259,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:46:24.898253,2023-03-10 10:46:24.900171,1678441584.898253,1678441584.900171,1010.819428,1010.821346,0.001919,2,0,72,0,36,,36,,36.0,,300144.215,0.0,8,0,4,,4,,4.0,,0.0019180774688720703,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:36.042135,2023-03-10 10:46:36.042139,1678441596.042135,1678441596.042139,1021.96331,1021.963314,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:40.139113,2023-03-10 10:46:40.139117,1678441600.139113,1678441600.139117,1026.060288,1026.060292,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:41.162425,2023-03-10 10:46:41.162429,1678441601.162425,1678441601.162429,1027.0836,1027.083604,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:46:33.589984,2023-03-10 10:46:33.589984,1678441593.589984,1678441593.589984,1019.511159,1019.511159,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.39,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.39,224.0.0.22,IPV4-2,2023-03-10 10:46:33.591757,2023-03-10 10:46:33.591757,1678441593.591757,1678441593.591757,1019.512932,1019.512932,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:42.186419,2023-03-10 10:46:42.186423,1678441602.186419,1678441602.186423,1028.107594,1028.107598,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:46.283062,2023-03-10 10:46:46.283066,1678441606.283062,1678441606.283066,1032.204237,1032.204241,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:47.306549,2023-03-10 10:46:47.306553,1678441607.306549,1678441607.306553,1033.227724,1033.227728,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:46:36.908766,2023-03-10 10:46:36.910778,1678441596.908766,1678441596.910778,1022.829941,1022.831953,0.002013,2,0,72,0,36,,36,,36.0,,286138.044,0.0,8,0,4,,4,,4.0,,0.002012014389038086,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:48.330536,2023-03-10 10:46:48.330540,1678441608.330536,1678441608.33054,1034.251711,1034.251715,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:46:44.342117,2023-03-10 10:46:44.342117,1678441604.342117,1678441604.342117,1030.263292,1030.263292,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.39,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.39,224.0.0.22,IPV4-2,2023-03-10 10:46:44.344069,2023-03-10 10:46:44.344069,1678441604.344069,1678441604.344069,1030.265244,1030.265244,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:52.427287,2023-03-10 10:46:52.427291,1678441612.427287,1678441612.427291,1038.348462,1038.348466,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:53.450992,2023-03-10 10:46:53.450997,1678441613.450992,1678441613.450997,1039.372167,1039.372172,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:54.475017,2023-03-10 10:46:54.475021,1678441614.475017,1678441614.475021,1040.396192,1040.396196,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:58.571652,2023-03-10 10:46:58.571656,1678441618.571652,1678441618.571656,1044.492827,1044.492831,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:46:31.473426,2023-03-10 10:46:31.473426,1678441591.473426,1678441591.473426,1017.394601,1017.394601,1e-06,1,0,105,0,105,,105,,105.0,,840000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
00:07:7c:88:6e:80,01:80:c2:00:00:0e,00:07:7c:88:6e:80,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:46:29.861741,2023-03-10 10:46:29.861741,1678441589.861741,1678441589.861741,1015.782916,1015.782916,1e-06,1,0,116,0,116,,116,,116.0,,928000000.0,0.0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:59.595175,2023-03-10 10:46:59.595179,1678441619.595175,1678441619.595179,1045.51635,1045.516354,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:46:48.919529,2023-03-10 10:46:48.921433,1678441608.919529,1678441608.921433,1034.840704,1034.842608,0.001905,2,0,72,0,36,,36,,36.0,,302360.495,0.0,8,0,4,,4,,4.0,,0.0019040107727050781,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
00:07:7c:88:6e:60,01:80:c2:00:00:0e,00:07:7c:88:6e:60,01:80:c2:00:00:0e,,,LLDP,2023-03-10 10:46:59.783050,2023-03-10 10:46:59.783241,1678441619.78305,1678441619.783241,1045.704225,1045.704416,0.000192,3,0,351,0,117,,117,,117.0,,14627035.454,0.0,0,0,0,,0,,0.0,,9.548664093017578e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.99,224.0.0.22,00:24:9b:6d:b8:89,01:00:5e:00:00:16,198.18.134.99,224.0.0.22,IPV4-2,2023-03-10 10:46:52.534230,2023-03-10 10:46:52.534230,1678441612.53423,1678441612.53423,1038.455405,1038.455405,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
198.18.134.39,224.0.0.22,00:07:7c:88:6e:63,01:00:5e:00:00:16,198.18.134.39,224.0.0.22,IPV4-2,2023-03-10 10:46:52.535997,2023-03-10 10:46:52.535997,1678441612.535997,1678441612.535997,1038.457172,1038.457172,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:00.619207,2023-03-10 10:47:00.619212,1678441620.619207,1678441620.619212,1046.540382,1046.540387,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:04.715842,2023-03-10 10:47:04.715848,1678441624.715842,1678441624.715848,1050.637017,1050.637023,7e-06,4,0,240,0,60,,60,,60.0,,275843660.462,0.0,0,0,0,,0,,0.0,,1.986821492513021e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
00:07:7c:29:de:41,ff:ff:ff:ff:ff:ff,00:07:7c:29:de:41,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:46:33.174475,2023-03-10 10:46:33.182142,1678441593.174475,1678441593.182142,1019.09565,1019.103317,0.007668,8,0,480,0,60,,60,,60.0,,500778.249,0.0,0,0,0,,0,,0.0,,0.0010952949523925781,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:05.739419,2023-03-10 10:47:05.739423,1678441625.739419,1678441625.739423,1051.660594,1051.660598,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:06.763514,2023-03-10 10:47:06.763518,1678441626.763514,1678441626.763518,1052.684689,1052.684693,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:10.860226,2023-03-10 10:47:10.860230,1678441630.860226,1678441630.86023,1056.781401,1056.781405,5e-06,4,0,240,0,60,,60,,60.0,,379963582.668,0.0,0,0,0,,0,,0.0,,1.3510386149088542e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:11.883598,2023-03-10 10:47:11.883602,1678441631.883598,1678441631.883602,1057.804773,1057.804777,5e-06,4,0,240,0,60,,60,,60.0,,398778966.584,0.0,0,0,0,,0,,0.0,,1.2715657552083333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:47:00.920067,2023-03-10 10:47:00.922148,1678441620.920067,1678441620.922148,1046.841242,1046.843323,0.002082,2,0,72,0,36,,36,,36.0,,276668.042,0.0,8,0,4,,4,,4.0,,0.0020809173583984375,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1,BAD-MISCONF-DUPLICATION,1,BAD-MISCONF-DUPLICATION
0.0.0.0,255.255.255.255,b8:27:eb:6d:4f:4b/b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,IPV4-UDP,2023-03-10 10:46:25.422983,2023-03-10 10:46:25.910272,1678441585.422983,1678441585.910272,1011.344158,1011.831447,0.48729,8,0,2624,0,328,,328,,328.0,,43079.074,0.0,2400,0,300,,300,,300.0,,0.0696127074105399,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:12.907810,2023-03-10 10:47:12.907815,1678441632.90781,1678441632.907815,1058.828985,1058.82899,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:47:17.004420,2023-03-10 10:47:17.004425,1678441637.00442,1678441637.004425,1062.925595,1062.9256,6e-06,4,0,240,0,60,,60,,60.0,,319638267.443,0.0,0,0,0,,0,,0.0,,1.6689300537109375e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
